출처,형태,세부정보,작성자,날짜,내용,공감,비공감,답글수,원댓글ID
시리즈,연재본,,,2019-08-17 14:07,근데 용왕이 머저리도 아니고 지자식 잡아먹은 놈은 따로있는데 웬 죄없는 여자애 하나 신부랍시고 갖다죽이면서 화 풀라고 하면 존나 얼탱이 없겠는데? 아니면 저것들이 머저리라 그런 당연한 것도 생각 못하는건가...,399,1,,
시리즈,연재본,,,2019-08-07 22:19,이 작품이 왜 나왔다고 생각해? 작가님이 이 작품을 통해 뭘 말하고 싶어하는지 모르겠음?? 독해력 그 모양이라서 어떻게 살아?,396,3,,
시리즈,연재본,,,2019-07-08 15:23,남자로 다시 태어나라고 하질 않나.. 돈 보고 왔다고 하지 않나.. 성불하시려면 한참 더 닦으셔야겠네. 너무 발언이 세속적이야.,396,0,,
시리즈,연재본,,,2019-12-16 17:46,저 시대적 배경에 여성이 얼굴에 흉이 지면 어휴... 그리고 배 위의 남자들 얼굴이 순둥이처럼 그려진게 정말 소름이네요. 차라리 악귀처럼 일그러진 얼굴로 저런 끔찍한 짓을 한다면 저놈들이 나쁜 놈들이구나 할텐데 순하고 선량할 것 같은 얼굴이라 더욱 효과적으로 다가오는 것 같아요.,394,1,,
시리즈,연재본,,,2019-07-20 14:27,머리채 잡혔을때 머리카락이 아니라 그놈 손모가지를 치다니 아주 속시원합니다 어휴ㅜㅜ,392,0,,
시리즈,연재본,,,2019-07-11 23:43,"남성 중심주의 사회가 여성에게만 가하던 여러가지 행동의 제약들, 미의 기준들. 알아차려도, 내 앞에 사람이 될 수 있는 기회와 방법이 있어도 나아가기는 쉽지가 않죠. 하지만 우린 결국 해낼 겁니다. 왜냐하면 우리는 사람이니까요. 스스로가 '사람'임을 진정으로 깨닫는다면, 더이상 우리를 사람이 아닌 '여성'으로 보이게 했던 모든 것들을 깨부수고 진정한 나로 바로 설 수 있어요. 여성분들 더 이기적으로, 더 나를 위해서 사세요.",392,10,,
시리즈,연재본,,,2020-02-09 16:46,마음이 부자이면 된다는 컷에서 나까지 밑으로 끌어당겨지는 느낌이 들고 허무한 느낌이 들다가 다음컷에 애비가 잘 곳도 없는 수모를 당하게 한다는 대사에서 화가 치밀어오른다 ㅋㅋㅋ 봉양을 해오는 걸로 충분하다면 너가 해오세요.. 수모는 지금 청이만 당했음,391,0,,
시리즈,연재본,,,2020-02-08 1:21,진짜 부인이 소중했으면 스스로라도 묘지를 돌봤겠지. 입으로만 이렇다저렇다하지 결국 종일 누워있다가 청이가 해오는 음식 먹고 사네요.,391,0,,
시리즈,연재본,,,2019-08-03 13:35,용왕이 여성의 모습이었나 보군요..ㅠㅠㅠㅠㅠㅠ엄청난 스토리... (그래도 여성인 용왕한테 신부가 필요할 수도 있지 않겠어요..ㅎ 청이랑 마님도 사랑을 하는데ㅎㅎㅎㅎ),390,7,,
시리즈,연재본,,,2019-07-23 15:28,잘못없는 마님 죽이려고 하니깐 용왕이 화나지... 장승상과 마님 오라비 받쳐야 분노가 풀리실 듯..,386,1,,
시리즈,연재본,,,2019-08-19 17:49,고전 영웅소설에는 흔히 재산이나 지위를 포함한 여러 이유로 의붓 아들을 핍박하고 죽이려 하는 계모의 모습이 나오는데 마님도 상황에 의해 그런 계모가 되도록 몰아붙여져 버렸네. 작가님 국어 교사라더니 이런것도 잘 담으시네,384,0,,
시리즈,연재본,,,2019-07-19 13:52,저 스님놈만 나오면 기분이 더러워,383,1,,
시리즈,연재본,,,2019-07-11 16:40,어렸을뗀 몰랐는데 이렇게보니까 심봉사 진짜 짜증나네,383,2,,
시리즈,연재본,,,2020-02-08 0:13,이상하다 돈 많은 남편 고른 덕은 신부 집안이 봤을텐데 ㅎㅎ 신부 아버지랑 신부 오빠가 쏠쏠히 누릴테고 결정도 걔네가 했을텐데 ㅎㅎ 왜 아버지뻘 남자랑 결혼해서 살아야하는 신부의 잘못이고 업이니?,382,1,,
시리즈,연재본,,,2019-07-18 23:55,뺑덕어미도 마님도 이름을 모른다ㅜㅜ 누군가의 어미거나 부인으로만 불리네ㅜㅜ 이름 알려줘요..,382,0,,
시리즈,연재본,,,2019-07-09 15:06,야 이건 진짜 폭주기관차 마님 맞앜ㅋㅋㅋㅋㅋㅋㅋㅋ,382,0,,
시리즈,연재본,,,2019-08-18 5:01,아 금자라 먹고 골로 간거였구나 ㅋㅋㅋㅋ 정력좋다면 사족을 못쓰는 ㅌㅋㅋㅋㅋㅋㅋ,381,1,,
시리즈,연재본,,,2019-11-01 14:34,첩으로 들어오지 말라는 게 진심인 조언이었을수도 있겠다는 생각까지 하게 만드는 승상아들 인성...,380,0,,
시리즈,연재본,,,2019-09-05 13:53,아 공양을 하고 싶으면 직접 가서 빠지라고 공양까지 대리 공양 하냐ㅋㅋㅋㅋ 냄저들,380,1,,
시리즈,연재본,,,2019-07-12 4:32,녹슨 칼이 더무서워 찔리면 파상풍 걸린다구ㅜㅜ,377,0,,
시리즈,연재본,,,2019-11-10 1:58,"남자들만 지들 할 일 제대로 했으면 될 일을. 만만한 이들한테 책임 떠넘기는 건 유구한 종특. 그래놓고 우리 엄마, 우리 누이 거리면서 훌쩍이면서 본인 착한척 하고 싶을 때까지도 또 이용하지.",376,11,,
시리즈,연재본,,,2019-08-22 13:31,"작가님 사랑해요. 이름이 나오지 않을 걸 알았지만, 뺑덕 어멈도 승상댁 부인도 이름이 있던 인물이라는 걸 깨닫게 해주셔서 감사합니다. 완벽한 여성서사물이었습니다.",376,1,,
시리즈,연재본,,,2019-07-15 10:54,진짜... 여캐해방서사를 이렇게 감동적이고 치밀하게 그리는 스토리가 너무 대단하다... 전작도 넘 좋았는데 페미니즘 여권신장레즈물이라니 진짜 최고...... 감정이입 하면서 매 화 결재하고 있어요,376,5,,
시리즈,연재본,,,2019-09-01 12:34,아니근데...저 아들이란놈도...좀 같이...결국 저 나쁜여자조차도 남편에게 맞고사는여자잖아... 자식못낳는다고 구박받고.... 나쁜건 나쁜거지만 너무...,375,2,,
시리즈,연재본,,,2019-12-22 8:30,난 못 고르겠어... 어렸을 때부터 청이를 챙겨준 뺑덕언니랑 서로의 처지를 배워가는 마님이랑... 두 인연 모두 소중히 대하고 잃지 않기를,373,0,,
시리즈,연재본,,,2019-07-09 13:04,여기나오는 남자중에 쟤가 젤 극혐 종교팔아서 다 합리화,373,0,,
시리즈,연재본,,,2019-09-07 23:04,어릴때모습보고 예상했어야했어. 마님도 한 성격했네ㅎㅎ무당언니의 점괘가 맞았네. 초기에는 끌어들여 청이가 죽을 운명,372,2,,
시리즈,연재본,,,2019-11-10 2:32,어디서 화장실 하나 편하게 못다니는 게 지금 2019년 대한민국 여자의 현실이다. 공중화장실은 말 할 것 없고 혼자사는 집도 누가 훔쳐보지는 않을까 걱정해야한다. 피해망상이라고? 실제로 수없이 많은 여자들이 화도 못내고 자살했는데? 그거 하나 보여준다고 죽냐고? 여자는 그거 하나 보여주면 죽어야 하는 것처럼 키우고 가르쳤잖아.,371,6,,
시리즈,연재본,,,2020-06-21 13:25,작가님들...몸으로 화해하는 장면은요.....? 돈 내면 볼 수 있나요? 저 돈 낼게요 얼마면 돼요..ㅠㅠㅠㅠㅠ,369,2,,
시리즈,연재본,,,2020-06-09 13:55,청이가 두명인게 아니고 저 여자애는 주막집 딸인거고 저 헝크러진 여자애가 심청입니다. 청이의 이야기를 오랜만에 들었다는 말일 뿐....,369,0,,
시리즈,연재본,,,2019-09-14 17:23,"경제권을 가지려면 돈을 손에 쥐어야 하는데, 저 시대 여성들은 개인 재산이 시집 올 때 가져온 혼수뿐이고 보통 남편이 허락한 만큼만 돈을 쓸 수 있었어요. 남편이 생활비를 주지 않거나 벌어오지 않으면 비참한 생활에 직면하게 되고요. 귀족 여성의 경우 여자를 제도적으로, 사회적으로 억압하는 환경과 더불어 친정 가문의 명예가 달려 있으니 행동반경이 더욱 제한되었죠. 남편이 쫓아내면 친정이 받아주지 않는 이상 갈 곳이 없으니까 며느님은 아예 도망갈 생각조차 못하고 있고요. 이런 더러운 세상...",369,0,,
시리즈,연재본,,,2020-06-29 19:36,반짝반짝 연출 미치겠다 ㅋㅋㅋㅋㅋ 이미 저때 반한거 아닌가?! 들개 비유와 노을도 너무 멋져요 이해과 공감이 한번에 치고 들어오는 갓만화... 중년여캐조합 최고다 허버허버,368,0,,
시리즈,연재본,,,2019-07-14 3:04,손목을 왜잘라진심 잘못한건 남자들아니야?,368,1,,
시리즈,연재본,,,2019-07-08 8:31,폭 주 기 관 차 같 은 마 님,368,1,,
시리즈,연재본,,,2020-06-21 10:10,ㄹㅇ 여자가 죽여도 여자탓 여자가 죽어도 여자탓 남자는 뭘 해도 쉽게 동정받고 이해받고 ㅋㅋ,367,3,,
시리즈,연재본,,,2019-09-12 13:44,"이해가 안돼... 이게 현실반영이 된 게 아니라고요? 옛날에는 진짜 저렇게 했을 것이고 현재에도 그 잔재들이 많이 남아있어요.,, 예를 들면 혐오의 혐 한자 안에 여자 녀가 있는 것... 외에도 무지 많죠. 아 진짜 속상하네",367,2,,
시리즈,연재본,,,2019-12-19 22:51,아니 뒤져가는주제에 금자라는 언제처먹었어,365,2,,
시리즈,연재본,,,2019-07-22 4:11,이입해서 보다가 머리 띵 해졋어ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ네? 마님?!,365,0,,
시리즈,연재본,,,2019-07-09 16:41,댓글이 약간.... 한남 같기도 하고.... 가 아니라 한남,364,15,,
시리즈,연재본,,,2019-07-09 16:32,하..청이 말 하나도 틀린게 없다,364,0,,
시리즈,연재본,,,2019-07-08 17:50,개같은 놈이 끝까지 저러네,364,0,,
시리즈,연재본,,,2020-02-08 1:16,뺑덕어미의 걱정도 뭔지 알겠어요.. 순종하는게 입지를 만들어줘도 그 끝이 곱지않다는걸 아는거죠. 결국 그렇게 얻은 입지는 진짜 힘이 아니니까요.,363,0,,
시리즈,연재본,,,2019-07-11 14:17,자기대신 물에빠져줄사람을구하는거지,363,8,,
시리즈,연재본,,,2019-07-08 23:52,저렇게 여성보고 희생하라고 몰아가는 남성중심사회가 지독하게 싫다. 화가 난다. 화 낼 것이다.,363,8,,
시리즈,연재본,,,2019-07-09 11:22,남자는 그 자체로 이름을 남기지만 여자는 보필을 잘했다로밖에 남지 못해,362,2,,
시리즈,연재본,,,2019-10-20 12:29,저당시엔 여자를 꽃이라고 풀이하는게 맞는 거같긴함. 선택권도 없고 오로지 식물처럼 가만히 앉아서 관상용이나 트로피 같은 느낌인거. 최소한 요즘은 여자들이 꽃 되는 건 거부할 수 있다고는 생각하지만.,361,3,,
시리즈,연재본,,,2020-06-30 15:00,생각보다 리얼하게 진짜로 싸우네요 ㅋㅋㅋㅋ그나저나 복식과 모자 베트남이네 멀리갔구나 청이랑 마님..,360,1,,
시리즈,연재본,,,2020-01-08 19:40,ㅋㅋㅋㅋㅋㅋ용왕입장에선 그거아녀용왕:내자식내놔! 이자식들이 내새끼 납치해갔어!!!!!!!!!!(울화통???:아이고 여자애드립니다 화좀푸세요용왕:,360,0,,
시리즈,연재본,,,2019-07-13 12:24,아이고 청아... 마님은 또 어떡해 진짜 왜 우리는 항상 이따위로 취급받고 가장 절박하다고 이렇게 착취당하고,359,2,,
시리즈,연재본,,,2019-09-22 7:46,"남자한테 기대 안한다고 했지만 여기까지 본 남자가 있다면 이 말만 할게요. 저기 나오는 스님, 아버지, 마을 사람들 역겹죠? 근데 여기서 자기는 아닌거 같다. 그럼 댓글 더 안읽어도 됩니다. 어차피 말 안통할테니까. 근데 역겹고 찔렸다면 제발 저러지 좀 마요. 여자들 도와주는거? 바라지도 않아. 그냥 제발 내버려둬요. 평가하지 말고 비웃지 말고 사람답게 살게 두라고요. 남자가 남자한테 하듯이요.",358,9,,
시리즈,연재본,,,2019-09-17 11:21,마님 고민끝에 돌파구 찾아낸 건데ㅜㅜㅠㅜㅡㅜ 독자인 나도 그게 느껴지는데 그와중에 청이 마음도 이해가 가서ㅜㅜㅜㅜㅜㅜ,358,0,,
시리즈,연재본,,,2019-11-10 13:34,이그 청이가 이렇게 고생하고다니는데애비가 집 좀 지어놨음 좋겠네,357,3,,
시리즈,연재본,,,2019-07-24 13:20,너무 슬프고 화난다..... 허용된 선이 이렇게나 다르다니... 저렇게 여러 번 좌절되서 마님이 이제 반항을 안 하고 받아들이게 되었구나.,357,0,,
시리즈,연재본,,,2019-11-10 1:45,끔찍하다. 사랑받기 위해 끊임없이 노력해야 겨우 생존하는 삶.,356,2,,
시리즈,연재본,,,2019-08-14 1:26,세상 모든 남자 형제 있는 여자들에게 매우 아픈 문장...,356,3,,
시리즈,연재본,,,2019-08-27 21:28,저 스님 희롱해놓고는 여자들 탓하고 불교에 귀속한듯,351,0,,
시리즈,연재본,,,2019-08-04 11:40,우웩 어떤 의원이 저딴 웃기지도 않는 역겨운 짓거릴 처빙이랍시고 내려? 아무리 미신이 판치는 미개한 시대라고 해도 그렇지... 아주 여자는 물건 다루듯이 쓰는게 당연한거지?,351,1,,
시리즈,연재본,,,2019-11-09 8:10,창고속의 들쥐 얘기 비유가 참 많이 와닫네요..그 안의 세계밖에 모르던 사람에겐 그게 얼마나 갑갑하고 부당한 일이었는지 모르겠죠..예전의 제가 생각나서 저도모르게 울었네요. 마님이 자신의 세계를 알려줬듯 청이도 자신의 세계를 함께알아가자고 하는 모습이 너무 아름다웠습니다ㅜㅜ,350,2,,
시리즈,연재본,,,2019-07-24 20:23,애비 이 와중에 지 밥 걱정이나 하는 거 실화?ㅋㅋㅋㅋ,349,0,,
시리즈,연재본,,,2019-07-11 23:38,"그래, 민 씨는 운이 좋게 이름이 있지. 하지만 오늘날까지도 여성은 결혼을 하면 이름을 잃는다. (ㅇㅇ엄마 등) 그럼 남성들의 앞에 선 너는 또 말하겠지. ""우리나라는 결혼해도 남자성 안따르잖아. 여성인권 높은데!?!?!"" 한국에서 여성이 남편성을 따르지 않는 이유는 옛날엔 이름조차 없어서 남편성을 따라버리면 구별이 안갔기 때문이다. 노예로 부려먹어야하는데 부를 이름이 애매해지니까^^ 애도 여성이 낳는데 우리는 우리의 성조차 붙여주지 못한다. 왜? 한국은 뼛속까지 남성중심주의사회라 한때는 여아를 너무나도 혐오해서 세포일때부터 다 죽였거든.",349,10,,
시리즈,연재본,,,2019-08-26 15:50,심봉사 ㄹㅇ밥줘충 ㅅㅂㄹㅁ새끼,348,0,,
시리즈,연재본,,,2019-07-17 1:44,"남성들이 '여성에게만 원하는 바'는 여성이 절대 이룰 수 없는 이상향이며, 이상향에 가깝에 이룬 여성도 그저 남성에서 애완용으로 이용당하고 스러질 뿐이다.",348,4,,
시리즈,연재본,,,2019-08-01 13:13,흥분해서 손대려는 놈들을 가둬놔야지 왜 청이한테 저래..,347,0,,
시리즈,연재본,,,2020-06-09 14:27,"이러는 우리들 중, 그 누구도 진짜 심청의 이야기는 모른다는게 너무 서럽습니다",346,0,,
시리즈,연재본,,,2020-06-21 13:27,그래도 애가 말도 잘하고 밝네 라고 생각했는데 ㅠ 항상 저런 생각을 맘에 품고 있구나 ㅠ,345,0,,
시리즈,연재본,,,2019-07-08 17:20,부처님. 저놈이라니깐요!!!,345,0,,
시리즈,연재본,,,2019-08-01 15:20,심청이 아들이었다면 저렇게 눈을 내리깔고 고분고분한 모습이어야 했을까,344,11,,
시리즈,연재본,,,2019-07-12 15:10,사회가 원하는 바람직한 여성상이 아니면 무조건 욕하고 보는 유구한 여혐....,344,3,,
시리즈,연재본,,,2019-07-22 23:03,역시 남자가 문제야.,343,15,,
시리즈,연재본,,,2019-07-21 11:28,꽃뱀은 무슨...폭삭 늙어서 얼굴이 다 삭은 틀딱 승상한테 팔려간 거지. 그나저나 쥐를 넣어놓은 거 보면 저 집안에서 '꽃뱀 여우'로 몰렸거나 마님 집안이 마님을 보호해줄 정도로 세지 않아서 승상 하인들이 승상믿고 괴롭히는듯,343,0,,
