출처,형태,세부정보,날짜,내용,공감,비공감
네이버웹소설,연재본,1,2017-01-06 2:06,"아니, 마룡이라 악명높다 하던데 일러를 보면 전혀 그렇게 안 느껴지는데요?",0,0
네이버웹소설,연재본,1,2017-01-06 2:05,"먹이로 드래곤 길들이기, 시작합니다",0,0
네이버웹소설,연재본,1,2017-01-06 2:01,재밌어ㅓ어어어 금요일에 볼게 1개더 생겼다,0,0
네이버웹소설,연재본,1,2017-01-06 1:57,재미있어 보이네요~ 관심등록 했어요ㅎㅎ 잘생긴 베르키스의 얼굴을 얼른 보고싶습니다!!,0,0
네이버웹소설,연재본,1,2017-01-06 1:56,@.@ 뭐지? 뭐지? 하다 끝까지 읽었습니다 ^^ 어서 다음편을 올려주시겠나이까?? 다음편이 궁금하옵니다!! 하오니 어서 빨리 올리시지요~ 오호호호호호~,0,0
네이버웹소설,연재본,1,2017-01-06 1:54,,0,0
네이버웹소설,연재본,1,2017-01-06 1:52,표지가 두개인데..저만 그런가요....?,0,0
네이버웹소설,연재본,1,2017-01-06 1:51,스토리가 신선하네요!,0,0
네이버웹소설,연재본,1,2017-01-06 1:51,귀여워라ㅋㅋ 기대돼요 재밌을거같아요!,0,0
네이버웹소설,연재본,1,2017-01-06 1:51,조선인이 서양 판타지 용을 만나다....소재가 아주 신선하고 재미있네요.,0,0
네이버웹소설,연재본,1,2017-01-06 1:49,아 작가님 사랑해요 광야의 야수들 진짜 제 최애 소설인데 아 정말 이렇게 재미있고 참신한 소재를 또 들고오시면 어떡해요!♡,0,0
네이버웹소설,연재본,1,2017-01-06 1:47,ㅋㅋㅋㅋ....당황한 베르키스 넘넘 귀엽...안정된 문체와 미소를 짓게 만드는 스토리!!!기대됩니다.^^,0,0
네이버웹소설,연재본,1,2017-01-06 1:47,ㅋㅋㅋㅋㅋㅋ 작가님 또한번 터뜨리시넼ㅋㅋㅋㅋ 컨셉 ㄹㅇ 개잘잡음 ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,1,2017-01-06 1:43,작가님 광야의 야수들 즐독했어요~~작가님 돌아오셨다 풍악을 울려라~,0,0
네이버웹소설,연재본,1,2017-01-06 1:43,광야의 야수들' 진짜진짜 재미있게 봤던 독자입니다ㅠㅠ 작가님의 다음 작품 기다리고 있었는데 드디어...!!,0,0
네이버웹소설,연재본,1,2017-01-06 1:38,장르를 모르겠어 ...,0,0
네이버웹소설,연재본,1,2017-01-06 1:35,볼만한 라노벨이 생겼다....,0,0
네이버웹소설,연재본,1,2017-01-06 1:34,전작에 이어 이번 작품도 너무너무 기대 됩니다♥,0,0
네이버웹소설,연재본,2,2017-01-10 2:10,작가님의 말을 베뎃으로 만들고 싶다. 콧구멍이 제일 뜨거운 남주라니...,0,12
네이버웹소설,연재본,2,2017-01-10 2:17,지난주에 용왕님 엿드실래요?라는 링크를 클릭하니 여기로 오더라...,0,8
네이버웹소설,연재본,2,2017-01-10 2:07,역시 드래곤들은 다 멋있게 나온단말이지ㅋㅋㅋㅋㅋㅋ,0,4
네이버웹소설,연재본,2,2021-01-03 4:57,정말 푹 빠졌네요^^,0,0
네이버웹소설,연재본,2,2020-08-07 13:18,"처, 청아... 생고구마도 먹을 수 있어...",0,0
네이버웹소설,연재본,2,2020-08-04 8:44,고구마 먹고싶다...꿀꺽,0,0
네이버웹소설,연재본,2,2020-03-03 7:06,콧구멍이 가장 뜨거운 남자ㅋㅋㅋㅋㅋㅋ작가님 입담 봐,0,0
네이버웹소설,연재본,2,2019-06-29 15:06,용은 한국에선 성수라서 그래 배길수야...,0,0
네이버웹소설,연재본,2,2018-12-26 23:59,와 이타이밍에 고구마 냄새남다른집에서 삶던가 굽나봄 ㅜㅜ엄청 단 고구마냄새남 ㅜㅜㅜ  먹고싶다 ㅜㅜ,0,0
네이버웹소설,연재본,2,2018-12-16 21:05,,0,0
네이버웹소설,연재본,2,2018-12-16 21:04,,0,0
네이버웹소설,연재본,2,2018-12-16 21:03,,0,0
네이버웹소설,연재본,2,2018-12-16 21:02,,0,0
네이버웹소설,연재본,2,2018-12-16 21:01,,0,0
네이버웹소설,연재본,2,2018-12-16 21:00,,0,0
네이버웹소설,연재본,2,2018-11-21 9:22,청이:  띠용~!,0,0
네이버웹소설,연재본,2,2018-09-23 13:32,드레곤콧김(스팀)으로 찐고구마가 아니고 구운고구마인가요? ㅋㅋ,0,0
네이버웹소설,연재본,2,2018-06-30 4:47,아닠ㅋㅋㅋ 용왕님 너무 존잘!!!,0,0
네이버웹소설,연재본,2,2018-03-23 1:53,ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2018-02-02 16:12,허류 표지보다 더 잘생겨서 놀랬다...일러레님 최고..,0,0
네이버웹소설,연재본,2,2018-01-29 8:42,잘 보고 갑니다!,0,0
네이버웹소설,연재본,2,2017-10-06 14:41,아나  미친 잘생겼다.... 그래봐야 남의 남자가  될 몸이지만...ㅡ,0,0
네이버웹소설,연재본,2,2017-10-02 16:59,고구마 먹고 싶다ㅋㅋㅋ콧구멍 뜨거운 남주ㅋㅋ,0,0
네이버웹소설,연재본,2,2017-10-01 1:30,콧구멍의 열기로 에스프레소를...ㅎㅎ,0,0
네이버웹소설,연재본,2,2017-09-19 23:54,드래곤님이 이종석 닮으신듯?,0,0
네이버웹소설,연재본,2,2017-09-16 13:12,헐? 대륙의 판타지구낭? 이세곈가?,0,0
네이버웹소설,연재본,2,2017-09-15 7:28,재미있게 잘 읽었어요~^^♡,0,0
네이버웹소설,연재본,2,2017-09-12 2:30,잘 읽었습니다,0,0
네이버웹소설,연재본,2,2017-08-27 3:19,작가님 병맛 어떻게 참으셨죠???,0,0
네이버웹소설,연재본,2,2017-08-24 9:44,콧김이 용암같은남자! 기대하며 달려볼께요,0,0
네이버웹소설,연재본,2,2017-08-16 0:45,왜 변신을 했는데 옷을 입고 있죠..??,0,0
네이버웹소설,연재본,2,2017-08-12 17:15,소녀는 서큐버스,0,1
네이버웹소설,연재본,2,2017-08-03 15:30,왜...아무것도 안입고 있었을텐데..왜...? 왜!!!((ㅊㅁ뇬,0,0
네이버웹소설,연재본,2,2017-07-11 22:16,역시 잘생겼군요,0,0
네이버웹소설,연재본,2,2017-07-01 13:20,현실적으로 말하면 여주 죽는건데요 ㅠㅠㅠ막 캐낸 고구마는 맛없는뎅 ㅠㅠㅠㅠㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ흐름 파괴해서 죄송계속 머릿속에 맛없는데 맛없는데 ㅋㅋㅋㅋ 이런 생각만 나서,0,0
네이버웹소설,연재본,2,2017-05-24 3:07,아진짜 이거 왜케 웃김?ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-05-23 3:24,아무리그래도 콧김더러워 고구마어캐먹냐,0,1
네이버웹소설,연재본,2,2017-05-21 13:46,심청이 천연스러운 모습네 정주행및 댓글을 남깁니다 크으!!!,0,0
네이버웹소설,연재본,2,2017-04-24 14:40,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ콧김으로 고구마굽곸ㅋㅋㅋㅋㅋ 남주 너무 잘생겼고ㅠㅠㅠ,0,0
네이버웹소설,연재본,2,2017-04-22 2:49,그러고보니까요 장검이 무거웠을텐데..... 청이 힘 셀지도 모르겠네요,0,0
네이버웹소설,연재본,2,2017-04-14 2:53,화끈하다! >_<!,0,0
네이버웹소설,연재본,2,2017-04-09 2:13,그와중에 남주 존잘 ㅋㅋ,0,0
네이버웹소설,연재본,2,2017-04-07 2:45,먹는게 어떤 의미로 먹는거지요? ㅎㅎ,0,1
네이버웹소설,연재본,2,2017-04-07 1:07,제 친구가 청이랑 완전 똑같이 생기고 행동해서 관작 등록했습니다! 사랑해요 작가님 엉엉,0,0
네이버웹소설,연재본,2,2017-03-31 8:45,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅂ작가말ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-03-15 13:11,ㅋㅋ 콧구멍 고구마 아~나상상했어,0,0
네이버웹소설,연재본,2,2017-03-10 12:01,작가 ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-03-07 7:44,남주도 잘생겼지만 심청이도 예쁘다♡,0,0
네이버웹소설,연재본,2,2017-03-03 10:11,작가의 말이 곧 베댓이닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-03-03 4:24,엌ㅋㅋㅋㅋㅋ 괜찮아요 서장님 ㅠㅠㅋㅋㅋ,0,1
네이버웹소설,연재본,2,2017-03-02 5:23,친구가 쓰래서..ㅜㅜ,0,0
네이버웹소설,연재본,2,2017-03-02 5:23,느끼하게 생겼다,0,2
네이버웹소설,연재본,2,2017-02-28 3:24,아아 ㅋㅋㅋㅋㅋ 신선하다 진짜 ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-02-22 9:39,,0,0
네이버웹소설,연재본,2,2017-01-27 10:20,아하하하  콧구멍뜨거운남주는역사상본적이없는    뎁쇼,0,0
네이버웹소설,연재본,2,2017-01-27 3:31,픜,0,1
네이버웹소설,연재본,2,2017-01-25 16:47,잠깐만욬ㅋㅋㅋㅋㅋㅋㅋ지 콧구멍으로 구운 고구마를 먹으려고 변신했엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-25 9:51,"뭐,뭐야.. 뭔데 잘생겼어..@.@(흠칫-표지보다 잘생김..표지얼굴보다 낫다.훨.씬.",0,0
네이버웹소설,연재본,2,2017-01-24 13:35,작가님 진짜웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ사!랑!해!요!작가님!반하겠넼ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-18 1:12,ㅋㅋㅋ  근대 ...멋지네 ㅎㅎ,0,0
네이버웹소설,연재본,2,2017-01-17 13:18,잘생겨떠...ㅠㅜ 일러스트 작가님 금손인걸로..ㅠㅠ,0,0
네이버웹소설,연재본,2,2017-01-17 6:43,단언컨데 확실히 콧바람이 제일 뜨거운 남자주인걸로 ㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-17 5:57,ㅎㅎㅎㅎ,0,0
네이버웹소설,연재본,2,2017-01-17 1:17,콧김으로 고구말 구웤ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-17 0:14,콧구멍ㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-14 14:43,"작가님... 왜 다 게임이나 웹소설,웹툰에 등장하는 용들은 다 인간으로 변하면 하나같이 잘생긴 거죠?? 저는 오늘 처음으로 용에게 반했습니다.... 근데 김용은....음...역시 인간으로 변해도....한계가... 하지만 매력있어서 좋은데 작가님의 베르키스가 더 좋아요!!!",0,0
네이버웹소설,연재본,2,2017-01-14 2:35,저 드래곤 콧김으로 가전제품 대체 가능,0,0
네이버웹소설,연재본,2,2017-01-13 10:40,용왕 왜 이렇게 잘생김?,0,0
네이버웹소설,연재본,2,2017-01-12 23:50,이제 금요일인데 너무 늦는거 아니여..,0,0
네이버웹소설,연재본,2,2017-01-12 17:17,용왕님 잘생겼어,0,0
네이버웹소설,연재본,2,2017-01-12 17:14,ㅋㅋㅋㅋㅋㅋ 이 작가님 위트는 여전하시단말이야 그래서 끊을수가없는거지만 ㅎㅎ,0,0
네이버웹소설,연재본,2,2017-01-12 15:34,청이 아주 이쁘다 크면 미인될것 같아!!,0,0
네이버웹소설,연재본,2,2017-01-12 13:58,ㅋㅋ 저런 수려한 외모에 '콧구멍이 가장 뜨거운 남자' 타이틀이 붙다니 ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-12 5:47,역시 조선 시대 사람은 키가 작구나..,0,0
네이버웹소설,연재본,2,2017-01-12 3:20,콧김으로  찜질방 운영할수있으 듯,0,0
네이버웹소설,연재본,2,2017-01-12 2:41,코김으로....드러....,0,0
네이버웹소설,연재본,2,2017-01-12 0:00,너무 잘생겼다,0,0
네이버웹소설,연재본,2,2017-01-11 22:48,아 존잘...,0,0
네이버웹소설,연재본,2,2017-01-11 15:23,유리온아이스의 빅토르. 닮았어.용왕님 혹시 일본가서 스케이트로 세계 제패하셨어요?ㅋㅋㅋㅋ,0,1
네이버웹소설,연재본,2,2017-01-11 14:13,아 이런필체 좋아,0,0
네이버웹소설,연재본,2,2017-01-11 12:06,"안녕하세요 작가님, 궁금한게 있어 여쭈어볼게 있습니다만 쪽지를 드릴 방도를 못찾겠네요 ㅠㅠ",0,0
네이버웹소설,연재본,2,2017-01-11 6:25,남주 눈이 몰렸어요..,0,0
네이버웹소설,연재본,2,2017-01-11 5:33,저 사람이 드레곤?용이었어?,0,0
네이버웹소설,연재본,2,2017-01-11 5:02,인간형으로 변해도 콧김이 뜨거울까요 ㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-11 2:29,책상밑에 폰을 두고 주위 눈 피해서 읽고 있는데 내입은 빙그레 미소~가끔 큭큭 대는 의성어 방출~....^^머릿속에선 조선의 해맑은 소녀와 능력자의 만남을 고구마를 먹으면서 읽어야 한다고 갈구하고~!,0,1
네이버웹소설,연재본,2,2017-01-11 2:13,지나가던 한 독자가 작가님의 말을 좋아합니다.,0,0
네이버웹소설,연재본,2,2017-01-11 1:32,남주 존잘,0,0
네이버웹소설,연재본,2,2017-01-11 1:07,"오고가는 뜨거운 콧바람, 달콤한 고구마. 겨울엔 그게 최고지.",0,0
네이버웹소설,연재본,2,2017-01-10 17:31,일러가 은혜롭다....,0,0
네이버웹소설,연재본,2,2017-01-10 16:35,끄앙 용왕님 넘 잘생긴거 아닌가염?!,0,0
네이버웹소설,연재본,2,2017-01-10 14:49,거기에 엘프 수인도 있나 ?,0,1
네이버웹소설,연재본,2,2017-01-10 14:49,인삼 있어요 ?,0,1
네이버웹소설,연재본,2,2017-01-10 14:48,거기에 인삼 있니 ?,0,1
네이버웹소설,연재본,2,2017-01-10 14:47,떡도 만들수 있나 ?,0,0
네이버웹소설,연재본,2,2017-01-10 14:05,심청이가 있는세계에 엘프 수인 아인 있나요 ?나중에 한 용사가 나타나서 심청이 좋아 할듯 .,0,1
네이버웹소설,연재본,2,2017-01-10 14:04,심청이 귀엽네 !!,0,1
네이버웹소설,연재본,2,2017-01-10 14:03,둘이 사이가좋다.,0,1
네이버웹소설,연재본,2,2017-01-10 14:02,고구마 굽는동안 코딱지 안나왔나 ?,0,2
네이버웹소설,연재본,2,2017-01-10 14:01,호날두,0,1
네이버웹소설,연재본,2,2017-01-10 13:29,ㅋㅋㅋㅋㅋㅋㅋ라니..,0,1
네이버웹소설,연재본,2,2017-01-10 13:16,ㅋㅋㅋㅋㅋㅋㅋ아 이 판타지 너무 재미있어요ㅋㅋㅋㅋ 진짜 스토리가 기대되는건 이 소설이 처음이야...!,0,1
네이버웹소설,연재본,2,2017-01-10 12:51,왜 용은 다 잘생긴거...,0,1
네이버웹소설,연재본,2,2017-01-10 12:04,담회가 보고싶다ㅠㅠ,0,1
네이버웹소설,연재본,2,2017-01-10 12:04,드래곤도 동물이라선가 슬슬 먹을걸로 조교가 될것같은 느낌적인 느낌이다,0,0
네이버웹소설,연재본,2,2017-01-10 11:04,ㅋㅋㅋㅋㅋ악! 이런 설정 너무 재밌다 ㅋㅋ,0,1
네이버웹소설,연재본,2,2017-01-10 10:50,드래곤 너무 멋있어,0,0
네이버웹소설,연재본,2,2017-01-10 10:33,콧구마 이제 제가 먹어보겠습니다,0,1
네이버웹소설,연재본,2,2017-01-10 9:21,미친.. 귀차니즘 남주 최고야... 사카마키 슈 다음이로다...,0,0
네이버웹소설,연재본,2,2017-01-10 9:12,ㅠ 미리보기 하고 싶지만 일러도 한 몫하니 도저히 볼 수가 없구나,0,0
네이버웹소설,연재본,2,2017-01-10 8:44,재밋어요,0,0
네이버웹소설,연재본,2,2017-01-10 8:36,아하핰 진짜 작가님 말대로 일지도모르겠네요,0,0
네이버웹소설,연재본,2,2017-01-10 7:42,베르키스 보자마자 잘생겨서 폰 떨군 1인,0,0
네이버웹소설,연재본,2,2017-01-10 7:39,심청이가 아니라 장금이....ㅋㅋㅋ그건 그렇고 2화밖에 안 됐는데 왜 이리 케미가 좋앜ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-10 7:37,와우~~제목을 드레곤과 심청이~,0,1
네이버웹소설,연재본,2,2017-01-10 7:35,아닠ㅋㅋ 지금은 네이버 웹소 역사상 콧구멍이 가장 뜨거운 남주라고 배너에 떠있어욬ㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-10 7:34,와 일단 남주 존잘은 확보했군,0,0
네이버웹소설,연재본,2,2017-01-10 7:12,문백경 작가님의 글이니 믿고 읽습니당ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ 전작품 너무 좋았습니다♥,0,0
네이버웹소설,연재본,2,2017-01-10 6:57,자~~알 생겼다!!!,0,0
네이버웹소설,연재본,2,2017-01-10 6:55,난 왜 옷을안입었을거라생각했지,0,0
네이버웹소설,연재본,2,2017-01-10 6:44,아씨 작가의말 왜케 터지냐 ㅋㅋㅋㅋㅋ줄이면 콧뜨남 정도인가요?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,1
네이버웹소설,연재본,2,2017-01-10 6:38,아 잘생겼다아아아,0,0
네이버웹소설,연재본,2,2017-01-10 6:20,콧김으로 고구마 뿐만 아니라 다른 음식도 가능하겠다,0,1
네이버웹소설,연재본,2,2017-01-10 6:06,푸ㅎㅏㅎㅎㅎㅎㅎㅎ작가의 말보고 뿜었단 말에요ㅎㅎㅎㅎ,0,0
네이버웹소설,연재본,2,2017-01-10 5:52,완전 미남!! 꽃미남 쿨럭,0,0
네이버웹소설,연재본,2,2017-01-10 5:26,뭐가 어색한가 했더니 청이 옷고름매듭이 좌우가 바뀌었네요ㅠ,0,0
네이버웹소설,연재본,2,2017-01-10 5:22,와 핵존잘이다 옆집에 알렉산드로급....,0,0
네이버웹소설,연재본,2,2017-01-10 4:58,ㅋㅋㅋㅋㅋㅋ요리명 보고 먹던 음식 뿜었어요ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-10 4:53,또 재밌는 웹소설이탄생했군,0,0
네이버웹소설,연재본,2,2017-01-10 4:47,대박아아아ㅏㄱ!!!! 뭐야 뭐야 저래도 되는거야?!?,0,0
네이버웹소설,연재본,2,2017-01-10 4:46,"이 웃긴 소설, 대체 뭐지?  ㅋㅋ",0,0
네이버웹소설,연재본,2,2017-01-10 4:45,본격ㅋㅋㅋㅋㅋ 여주가 해주는 요리를 먹기위해 남주가 변신하는 소설ㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-10 4:41,전 이번에 콧구멍이 뜨겁다는 링크타고 여기옴..,0,0
네이버웹소설,연재본,2,2017-01-10 4:37,발상이 너무 참신합니다~^^재미있게 읽고 있습니다~♡,0,0
네이버웹소설,연재본,2,2017-01-10 4:14,청아...쟤는 니가 상상하는 용왕이 아니야 그저 게으름벵이 드래곤이라고....근데...콧구멍온도가 한 60도 정도 되나요? 고구마를 구울수 있게?,0,0
네이버웹소설,연재본,2,2017-01-10 4:05,와 진짜 핵존잘 맨윗집 동궁마마보다 잘생김.....,0,0
네이버웹소설,연재본,2,2017-01-10 4:02,단아한 청이랑 화려한 용왕님이 생각보다 잘 어울려요!! 아이고 청이 야무진것들좀 봐요ㅠㅠㅠ 안 이뻐할수가 없네ㅠㅠㅠ,0,0
네이버웹소설,연재본,2,2017-01-10 3:58,아악 ㅠㅠㅠㅠㅠㅠ작가님 너무 재밌어요 ㅠㅠㅠㅠㅠ 진짜 너무 재밌어서 11화까지 결재해버렼ㅅ어여 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 앞으로 정기구독 할거에요 복받으세요 ㅠㅠㅠㅠㅠㅠㅠㅠ,0,0
네이버웹소설,연재본,2,2017-01-10 3:44,"여주가 착하고 예의발라 좋아요^^ 요즘 장르소설에 너무 안하무인 민폐녀가 많아서리ㅠㅠ,, 그리고 소재가 듣도 보도 못해 넘 참신해서 기대 만빵이에요!ㅎㅎㅎㅎ",0,0
네이버웹소설,연재본,2,2017-01-10 3:39,너무 웃겨요ㅋㅋㅋㅋ 드래곤 콧김으로 고구마를 굽다니...,0,0
네이버웹소설,연재본,2,2017-01-10 3:34,"특제 드래곤 콧김 고구마막, 막 대단한 요리명같아 ㅋㅋ근데 도대체 부뚜막은 어디야막 애기 드래곤 두마리로가스렌지 이런건 아니겠지요 ㅎㅎ",0,0
네이버웹소설,연재본,2,2017-01-10 3:12,재밌어요.,0,0
네이버웹소설,연재본,2,2017-01-10 3:09,ㅋㅋㅋㅋㅋㅋ앞으로 계속 남주 콧김으로 요리하는건가요,0,0
네이버웹소설,연재본,2,2017-01-10 2:39,이 베르키스는 그 아이가 다른 세계에서 왔다는 것 모르는 것 같네요. 그리고 그 고구마 덕분에 이 두 사람이 함께 살게 되었다. 뭐 그렇게 되겠지요. 다음 편도 기대가 됩니다.,0,0
네이버웹소설,연재본,2,2017-01-10 2:38,작가님ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0
네이버웹소설,연재본,2,2017-01-10 2:35,으앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ작가님ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아우 웃겨 드래곤 콧김에 구워낸 고구마라니... 과연 그 맛은?!,0,0
네이버웹소설,연재본,2,2017-01-10 2:32,작가님 마지막 문장에서 베르키가 아니고 베르키스 에요!,0,0
